name,nig,h,m,s,dd,dm,ds,V,B,kkk
HD  47667,--,6,39,16.72,-14,8,44.74,4.812,6.289,
* psi02 A,ur               ,6,39,19.826,42,29,19.97,4.82,6.05,
HD  47415,--,6,39,31.483,24,36,0.59,6.38,6.91,
*  54 Aur,--,6,39,33.12,28,15,47.27,6.224,6.103,
HD  47827,--,6,39,36.225,-23,41,44.4,6.05,6.02,
HD  47946,--,6,39,42.661,-30,28,13.77,5.71,6.85,
HD  47575,--,6,39,47.717,12,58,57.97,5.978,6.038,
HD  47270,--,6,39,57.886,44,0,50.81,6.34,7.58,
* zet Men,--,6,40,2.892,-80,48,48.94,5.606,5.799,
HD  45866,--,6,40,28.875,77,59,44.82,5.72,7.219,
HD  47756,--,6,40,31.946,6,22,16.51,6.498,6.358,
HD  46509,--,6,40,32.252,71,44,55.63,5.86,7.089,
HD  49268,--,6,40,57.603,-71,46,30.68,6.492,7.604,
*  15 Mon,--,6,40,58.66,9,53,44.72,4.64,4.4,
HD  47964,--,6,41,5.441,0,29,43.17,5.765,5.669,
HD  48383,--,6,41,14.17,-40,20,59.45,6.14,6,
HD  47886,--,6,41,17.219,11,0,11.52,6.21,7.89,
*  25 Gem,--,6,41,20.897,28,11,47.9,6.427,7.521,
HD  47863,--,6,41,21.941,16,23,51.55,6.272,6.247,
HD  47703,--,6,41,37.753,35,55,54.92,6.481,6.973,
HD  48217,--,6,41,56.386,-9,10,3.12,5.194,6.717,
HD  48099,--,6,41,59.231,6,20,43.54,6.37,6.32,
*  26 Gem,--,6,42,24.327,17,38,43.11,5.21,5.27,
V* V350 C,Ma               ,6,42,46.044,-22,26,54.93,6.23,6.56,
* psi04 A,ur               ,6,43,4.973,44,31,28.03,5.02,6.5,
HD  48348,--,6,43,6.614,3,2,1.68,6.17,7.555,
HD  48073,--,6,43,13.742,37,8,50.55,6.206,7.239,
HD  48797,--,6,43,23.35,-39,11,35.16,6.273,6.545,
HD  48434,--,6,43,38.645,3,55,57.11,5.9,5.88,
* eps Gem,--,6,43,55.926,25,7,52.05,2.98,4.39,
*  30 Gem,--,6,43,59.287,13,13,40.82,4.49,5.65,
HD  48272,--,6,44,12.523,36,6,33.34,6.369,6.429,
HD  49219,--,6,44,12.79,-54,41,43.85,6.46,6.34,
*  10 CMa,--,6,44,28.468,-31,4,13.88,5.17,5.08,
*  28 Gem,--,6,44,45.46,28,58,15.37,5.44,6.89,
HD  48938,--,6,44,51.952,-27,20,30,6.43,6.99,
HD  50002,--,6,44,55.646,-70,26,1.53,6.091,7.433,
* alf CMa,--,6,45,8.917,-16,42,58.02,1.46,1.46,
* ksi Gem,--,6,45,17.364,12,53,44.13,3.36,3.79,
HD  49095,--,6,45,22.94,-31,47,37.13,5.92,6.4,
HD  49001,--,6,45,23.364,-23,27,44.75,6.033,7.252,
HD  49131,--,6,45,31.189,-30,56,56.33,5.68,5.55,
HD  49517,--,6,45,53.718,-52,24,34.88,5.761,7.326,
*  32 Gem,--,6,45,54.199,12,41,36.83,6.47,6.8,
HD  49048,--,6,45,59.394,-14,47,46.05,5.298,5.358,
HD  48805,--,6,46,10.37,23,22,16.4,6.49,7.34,
HD  49336,--,6,46,12.149,-37,46,31.17,6.192,6.072,
*  12 Lyn,--,6,46,14.13,59,26,30.02,4.87,4.95,
*  16 Mon,--,6,46,32.414,8,35,13.78,5.92,5.76,
HD  49147,--,6,46,39.016,-10,6,26.49,5.646,5.605,
*  13 Lyn,--,6,46,49.509,57,10,9.04,5.335,6.31,
*  11 CMa,--,6,46,51.093,-14,25,33.5,5.272,5.244,
HD  49689,--,6,46,52.674,-51,15,56.4,5.379,6.677,
HD  58805,--,6,46,58.578,-87,1,29.87,6.462,6.873,
*  12 CMa,--,6,47,1.484,-21,0,55.45,6.08,5.89,
V* V448 C,ar               ,6,47,18.708,-55,32,23.97,5.61,7.19,
*  17 Mon,--,6,47,19.829,8,2,14.12,4.77,6.17,
* x Pup  ,--,6,47,21.4,-37,55,46.9,5.26,5.176,
CCDM J064,74+1812AB        ,6,47,23.457,18,11,36.43,6.2,6.27,
HD  49331,--,6,47,37.221,-8,59,54.6,5.062,6.86,
* psi06 A,ur               ,6,47,39.574,48,47,22.14,5.216,6.34,
*  18 Mon,--,6,47,51.648,2,24,43.84,4.47,5.58,
* alf Pic,--,6,48,11.455,-61,56,29,3.3,3.48,
HD  49434,--,6,48,19.066,-1,19,8.13,5.731,6.015,
HD  49567,--,6,49,3.656,1,0,7.45,6.15,6.001,
HD  49643,--,6,49,16.41,-2,16,19.34,5.75,5.644,
V* IS Gem,--,6,49,41.314,32,36,24.33,5.708,7.015,
CCDM J064,97-2405AB        ,6,49,44.002,-24,4,33.84,6.33,6.37,
HD  49364,--,6,49,44.281,37,30,45.89,6.48,8.04,
*  33 Gem,--,6,49,49.836,16,12,10.39,5.87,5.72,
* kap CMa,--,6,49,50.459,-32,30,30.52,3.89,3.68,
V* V415 C,ar               ,6,49,51.314,-53,37,20.82,4.408,5.323,
HD  50223,--,6,49,54.617,-46,36,52.42,5.14,5.59,
* tau Pup,--,6,49,56.168,-50,36,52.44,2.93,4.13,
HD  50571,--,6,50,1.015,-60,14,56.92,6.098,6.548,
HD  49980,--,6,50,21.77,-17,5,4.42,5.771,7.188,
V* HZ CMa,--,6,50,23.348,-31,42,21.81,5.747,5.829,
*  35 Gem,--,6,50,25.498,13,24,47.45,5.672,7.016,
HD  50093,--,6,50,36.959,-25,46,42.22,6.314,6.131,
V* V592 M,on               ,6,50,42.303,-8,2,27.59,6.29,6.29,
* psi07 A,ur               ,6,50,45.943,41,46,52.44,4.975,6.244,
HD  50235,--,6,50,52.352,-34,22,2.35,4.989,6.37,
*  42 Cam,--,6,50,57.089,67,34,18.98,5.122,4.961,
* iot Vol,--,6,51,26.982,-70,57,48.28,5.395,5.287,
HD  50621,--,6,51,32.579,-48,17,33.91,6.404,7.608,
* d Gem  ,--,6,51,33.048,21,45,40.13,5.259,5.264,
HD  50062,--,6,51,39.377,3,2,31.17,6.369,6.41,
HD  50445,--,6,51,42.421,-36,13,48.97,5.94,6.12,
*  87 Gem,--,6,51,59.987,23,36,6.19,5.671,7.142,
HD  50282,--,6,52,22.862,-5,18,58.6,6.282,7.26,
HD  51210,--,6,52,45.424,-59,20,28.23,6.415,6.587,
HD  50860,--,6,52,47.142,-43,58,32.07,6.46,6.36,
* tet Gem,--,6,52,47.339,33,57,40.52,3.6,3.7,
HD  50277,--,6,52,49.471,8,22,49.43,5.742,5.996,
V* KX CMa,--,6,53,0.299,-26,57,27.47,6.44,7.84,
*  59 Aur,--,6,53,1.411,38,52,8.94,6.099,6.475,
HD  50056,--,6,53,3.541,35,47,16.8,6.016,7.487,
*  14 Lyn,--,6,53,5.048,59,26,54.75,5.33,5.98,
HD  49949,--,6,53,7.578,44,50,23.78,6.236,6.457,
HD  50644,--,6,53,18.813,-19,1,57.73,5.648,5.91,
HD  50643,--,6,53,21.841,-18,55,58.23,6.123,6.292,
HD  50371,--,6,53,22.402,10,59,48.03,6.281,7.259,
*  15 CMa,--,6,53,32.907,-20,13,27.32,4.83,4.62,
HD  50806,--,6,53,33.943,-28,32,23.26,6.04,6.75,
*  43 Cam,--,6,53,42.248,68,53,17.92,5.096,4.975,
HD  50853,--,6,53,55.453,-24,32,19.52,6.22,6.237,
* psi08 A,ur               ,6,53,57.073,38,30,18.07,6.443,6.406,
HD  51266,--,6,54,2.258,-50,36,41.76,6.26,7.25,
* omi01 C,Ma               ,6,54,7.953,-24,11,3.17,3.87,5.6,
CCDM J065,41-0551AB        ,6,54,8.592,-5,51,7.88,6.46,6.62,
* tet CMa,--,6,54,11.4,-12,2,19.06,4.08,5.51,
HD  50747,--,6,54,24.65,-1,7,37.06,5.435,5.597,
V* NP Pup,--,6,54,26.684,-42,21,56.06,6.27,8.49,
HD  50820,--,6,54,42.043,-1,45,23.31,6.21,6.77,
HD  50890,--,6,54,58.917,-2,48,12.93,6.017,7.112,
*  17 CMa,--,6,55,2.738,-20,24,17.55,5.792,5.833,
V* V352 A,ur               ,6,55,14.658,43,54,36.11,6.151,6.468,
HD  50384,--,6,55,15.186,45,49,35.07,6.311,7.256,
*  37 Gem,--,6,55,18.667,25,22,32.5,5.748,6.343,
HD  50931,--,6,55,34.618,8,19,27.43,6.258,6.305,
* pi. CMa,--,6,55,37.432,-20,8,11.38,4.664,5.027,
HD  51283,--,6,55,46.927,-22,56,29.19,5.3,5.12,
HD  51411,--,6,55,54.772,-31,47,24.64,6.34,6.2,
* iot CMa,--,6,56,8.224,-17,3,15.27,4.385,4.297,
HD  51799,--,6,56,15.99,-48,43,16.13,4.95,6.64,
HD  51104,--,6,56,25.834,9,57,23.7,5.897,5.794,
* psi09 A,ur               ,6,56,32.058,46,16,26.4,5.87,5.81,
* tet Men,--,6,56,34.474,-79,25,12.69,5.449,5.487,
HD  51682,--,6,56,45.702,-35,20,28.8,6.262,7.546,
HD  50763,--,6,56,56.05,46,42,19.27,5.877,6.969,
BD-07  16,42,6,57,0.094,-8,10,45.48,6.337,6.938,
HD  51000,--,6,57,0.522,33,40,51.75,5.927,6.806,
HD  50551,--,6,57,13.137,57,33,47.84,6.013,7.512,
*  15 Lyn,--,6,57,16.605,58,25,21.94,4.35,5.2,
HD  51825,--,6,57,17.584,-35,30,25.76,6.224,6.67,
HD  51021,--,6,57,18.503,37,23,41,6.5,8.15,
HD  51330,--,6,57,25.587,11,54,27.2,6.27,6.61,
HD  51733,--,6,57,33.911,-24,37,51,5.46,5.82,
* psi10 A,ur               ,6,57,37.107,45,5,38.74,4.893,4.919,
HD  51823,--,6,57,42.635,-27,32,15.06,6.23,6.09,
HD  51925,--,6,58,7.553,-27,9,51.78,6.361,6.181,
* t Pup  ,--,6,58,25.092,-34,6,42.1,5.068,4.908,
HD  52018,--,6,58,35.898,-25,24,50.94,5.583,5.42,
HD  52622,--,6,58,36.369,-56,23,41.45,6.443,6.834,
* eps CMa,--,6,58,37.549,-28,58,19.51,1.5,1.29,
HD  51693,--,6,58,38.913,7,37,20.27,6.241,6.342,
HD  52603,--,6,58,39.743,-55,43,44.85,6.26,7.419,
HD  52362,--,6,58,41.731,-45,46,3.4,6.22,6.22,
HD  52140,--,6,58,43.697,-30,59,52.92,6.395,6.245,
HD  51814,--,6,58,57.024,3,36,8.48,5.947,7.003,
*  62 Aur,--,6,59,2.847,38,3,8.35,6.021,7.245,
HD  51892,--,6,59,20.175,7,19,1.08,6.33,6.212,
*  40 Gem,--,6,59,27.932,25,54,51,6.397,6.28,
HD  52273,--,6,59,39.257,-21,36,10.42,6.26,6.11,
HD  53501,--,6,59,50.534,-67,54,59.2,5.17,6.57,
HD  49878,--,7,0,4.036,76,58,38.66,4.54,5.916,
HD  52348,--,7,0,8.281,-20,9,30.33,6.305,6.166,
*  41 Gem,--,7,0,15.823,16,4,44.4,5.69,7.32,
HD  52265,--,7,0,18.036,-5,22,1.78,6.282,6.845,
HD  52312,--,7,0,23.756,-8,24,24.54,5.939,5.864,
HD  52619,--,7,0,42.512,-28,29,22.46,6.279,6.721,
HD  52703,--,7,0,49.749,-33,27,55.89,6.399,7.452,
HD  53047,--,7,0,51.484,-51,24,9.3,5.151,6.77,
HD  53349,--,7,1,5.114,-58,56,23.78,6.005,6.283,
V* LS CMa,--,7,1,5.946,-25,12,56.28,5.635,5.471,
HD  50885,--,7,1,21.419,70,48,29.87,5.69,7.03,
* sig CMa,--,7,1,43.148,-27,56,5.39,3.47,5.2,
HD  52611,--,7,1,52.917,-1,20,45.18,6.189,7.495,
HD  52666,--,7,1,56.383,-5,43,19.42,5.192,6.85,
HD  53253,--,7,2,15.478,-43,24,13.96,6.431,6.393,
HD  52556,--,7,2,17.494,15,20,9.64,5.75,6.9,
* ome Gem,--,7,2,24.78,24,12,55.61,5.181,6.136,
V* NP Gem,--,7,2,25.534,17,45,19.87,5.94,7.57,
HD  52609,--,7,2,33.287,16,40,28.02,5.848,7.485,
*  19 Mon,--,7,2,54.777,-4,14,21.24,5,4.8,
* omi02 C,Ma               ,7,3,1.472,-23,49,59.85,3.02,2.94,
HD  53921,--,7,3,15.099,-59,10,41.19,5.64,5.5,
HD  52913,--,7,3,17.918,9,8,18.07,5.953,6.081,
HD  52960,--,7,3,38.072,10,57,6.55,5.117,6.512,
* gam CMa,--,7,3,45.493,-15,37,59.83,4.12,4,
HD  52976,--,7,3,51.598,12,35,39.28,5.985,7.559,
* H Pup  ,--,7,3,53.601,-49,35,2.18,4.925,5.045,
HD  53705,--,7,3,57.315,-43,36,28.92,5.28,5.94,
HD  53240,--,7,3,57.457,-10,7,25.55,6.428,6.357,
* C Pup  ,--,7,4,2.794,-42,20,14.21,5.191,5.4,
HD  53208,--,7,4,5.247,-5,19,26.32,5.602,6.892,
* zet Gem,--,7,4,6.531,20,34,13.07,3.79,4.58,
V* V386 C,ar               ,7,4,18.309,-56,44,58.89,5.17,5.13,
HD  53629,--,7,4,47.051,-22,1,54.08,6.072,7.309,
HD  52860,--,7,5,8.989,47,46,30.16,6.359,6.306,
HD  54179,--,7,5,16.37,-50,21,36.14,6.449,7.878,
*  44 Gem,--,7,5,18.369,22,38,14.85,6.01,5.98,
HD  53510,--,7,5,39.025,9,11,8.85,5.78,7.3,
V* V569 M,on               ,7,5,49.64,-10,39,36.29,6.49,6.44,
HD  52030,--,7,5,51.671,70,43,54.93,6.48,8.06,
V* IL CMa,--,7,6,0.487,-30,39,20.56,6.325,6.187,
HD  52708,--,7,6,1.236,59,48,6.66,6.39,7.57,
HD  54153,--,7,6,2.27,-38,22,58.3,6.083,6.778,
HD  53329,--,7,6,11.591,34,28,26.29,5.551,6.456,
HD  55151,--,7,6,14.314,-68,50,15.29,6.474,7.514,
HD  53975,--,7,6,35.966,-12,23,38.22,6.5,6.4,
HD  53974,--,7,6,40.767,-11,17,38.44,5.39,5.44,
HD  54173,--,7,6,52.473,-24,57,38.09,6.088,7.428,
HD  53929,--,7,7,6.471,4,54,38.09,6.088,5.961,
* D Pup  ,--,7,7,7.078,-40,53,35.77,5.783,5.625,
HD  54732,--,7,7,13.282,-51,58,5.79,5.952,6.955,
HD  54967,--,7,7,16.276,-59,42,59.09,6.47,6.35,
HD  53686,--,7,7,22.399,34,0,33.44,5.93,7.44,
HD  54309,--,7,7,22.587,-23,50,26.57,5.83,5.68,
HD  53744,--,7,7,24.878,28,10,36.12,6.464,6.384,
HD  54079,--,7,7,49.489,7,28,16.37,5.739,6.915,
HD  53899,--,7,8,13.272,33,49,56.6,6.3,7.65,
*  45 Gem,--,7,8,22.039,15,55,50.44,5.476,6.507,
* del CMa,--,7,8,23.484,-26,23,35.52,1.84,2.52,
HD  53925,--,7,8,36.242,37,26,42.35,6.185,7.39,
* gam01 V,ol               ,7,8,42.386,-70,29,49.61,5.623,6.046,
* gam02 V,ol               ,7,8,44.864,-70,29,56.12,3.746,4.774,
* A Pup  ,--,7,8,51.068,-39,39,20.36,4.83,4.65,
HD  54662,--,7,9,20.249,-10,20,47.63,6.21,6.24,
HD  54764,--,7,9,33.364,-16,14,4.23,6.08,6.12,
V* LZ CMa,--,7,9,43.023,-25,13,51.72,5.69,5.53,
HD  54958,--,7,10,9.367,-18,41,8.3,6.23,6.63,
*  20 Mon,--,7,10,13.682,-4,14,13.58,4.92,5.95,
HD  55070,--,7,10,19.321,-27,29,29.46,5.448,6.441,
HD  55526,--,7,10,47.483,-48,55,55.55,5.09,6.38,
HD  54990,--,7,11,3.052,-3,53,52.85,6.5,7.65,
* tau Gem,--,7,11,8.37,30,14,42.58,4.42,5.68,
*  47 Gem,--,7,11,23.067,26,51,23.73,5.75,5.86,
*  21 Mon,--,7,11,23.616,0,18,6.94,5.428,5.715,
*  63 Aur,--,7,11,39.326,39,19,13.98,4.886,6.353,
HD  55344,--,7,11,41.605,-20,52,59.02,5.825,5.784,
HD  54986,--,7,11,46.847,16,58,34.77,6.5,7.93,
HD  55111,--,7,11,51.383,5,39,16.93,6.059,6.036,
* del Mon,--,7,11,51.861,0,29,33.97,4.15,4.14,
HD  56239,--,7,12,1.98,-63,11,24.21,6.039,6.02,
HD  55568,--,7,12,4.089,-30,49,16.92,6.076,6.355,
HD  55184,--,7,12,7.492,5,28,27.67,6.152,7.317,
*  26 CMa,--,7,12,12.215,-25,56,33.31,5.897,5.736,
* E Pup  ,--,7,12,15.809,-40,29,55.73,5.31,5.38,
HD  55718,--,7,12,25.823,-36,32,39.78,5.97,5.83,
*  48 Gem,--,7,12,26.376,24,7,42.94,5.85,6.21,
* I Pup  ,--,7,12,33.625,-46,45,33.49,4.49,4.81,
CCDM J071,28+2713AB        ,7,12,49.089,27,13,29.4,6.44,6.9,
HD  55589,--,7,13,7.195,-11,15,4.82,5.752,7.251,
* L01 Pup,--,7,13,13.351,-45,10,57.86,4.874,4.855,
*  51 Gem,--,7,13,22.275,16,9,32.29,5,6.66,
V* UY Lyn,--,7,13,23.4,51,25,43.49,5.5,7.15,
HD  55762,--,7,13,24.025,-22,40,27.27,5.96,7.456,
* L02 Pup,--,7,13,32.315,-44,38,22.96,5.1,6.66,
HD  55857,--,7,13,36.448,-27,21,22.89,6.101,5.876,
HD  55856,--,7,13,48.385,-22,54,20.8,6.27,6.14,
HD  55985,--,7,13,57.338,-30,20,23.25,6.306,6.122,
HD  54070,--,7,13,58.037,71,48,59.71,6.359,7.483,
CCDM J071,42-0354AB        ,7,14,10.851,-3,54,6.4,5.75,7.33,
*  27 CMa,--,7,14,15.212,-26,21,9.03,4.65,4.45,
HD  55832,--,7,14,15.52,-9,56,51.12,5.882,7.418,
HD  55751,--,7,14,20.064,3,6,41.08,5.343,6.561,
HD  55879,--,7,14,28.253,-10,18,58.48,6.03,5.85,
HD  55730,--,7,14,32.621,12,6,56.97,5.702,6.716,
HD  56456,--,7,14,38.141,-48,16,18.94,4.76,4.66,
*  52 Gem,--,7,14,41.978,24,53,5.94,5.82,7.38,
V* PR Pup,--,7,14,46.019,-46,50,58.81,5.715,5.602,
* ome CMa,--,7,14,48.654,-26,46,21.61,3.82,3.64,
HD  56160,--,7,14,51.161,-27,2,16.78,5.582,6.823,
HD  56410,--,7,14,57.153,-41,25,35.02,5.942,5.79,
*  24 Mon,--,7,15,19.407,0,9,40.63,6.41,7.31,
HD  56342,--,7,15,21.068,-30,41,11.21,5.337,5.182,
HD  56705,--,7,15,21.226,-52,29,57.21,5.947,7.062,
HD  55576,--,7,15,37.762,45,24,34.16,6.5,7.67,
HD  56031,--,7,15,39.429,7,58,39.88,5.82,7.42,
HD  56207,--,7,15,43.242,-10,35,0.97,5.94,7.116,
HD  56341,--,7,15,47.297,-23,44,24.99,6.34,6.31,
*  53 Gem,--,7,15,57.168,27,53,50.72,5.71,7.34,
HD  56405,--,7,16,14.553,-15,35,8.47,5.447,5.519,
HD  56813,--,7,16,15.474,-46,46,28.31,5.622,7.067,
HD  56733,--,7,16,31.858,-38,19,8.15,5.797,5.657,
HD  56618,--,7,16,34.993,-27,52,52.25,4.64,6.24,
* 145 CMa,--,7,16,36.835,-23,18,56.11,4.79,6.5,
HD  56578,--,7,16,38.357,-23,18,39.41,5.79,6.21,
HD  56779,--,7,16,49.409,-36,35,33.48,5.009,4.849,
* del Vol,--,7,16,49.824,-67,57,25.75,3.99,4.78,
HD  56731,--,7,16,57.216,-30,53,49.23,6.32,6.52,
HD  56176,--,7,17,3.401,26,41,22.14,6.389,7.285,
* pi. Pup,--,7,17,8.557,-37,5,50.9,2.7,4.32,
HD  56614,--,7,17,31.662,-6,40,47.98,6.274,7.909,
HD  55866,--,7,17,33.718,52,7,51.85,5.918,7.201,
HD  56171,--,7,17,42.644,38,52,34.55,6.485,7.495,
HD  56876,--,7,17,48.012,-26,47,51.21,6.434,6.284,
*  64 Aur,--,7,18,2.214,40,53,0.22,5.87,6.04,
HD  56386,--,7,18,4.091,30,57,21.14,6.196,6.15,
* M Pup  ,--,7,18,4.249,-43,59,12.42,5.839,5.727,
* lam Gem,--,7,18,5.58,16,32,25.39,3.559,3.674,
* ups01 P,up               ,7,18,18.393,-36,44,2.23,4.67,4.57,
HD  56169,--,7,18,31.978,49,27,53.13,5.05,5.13,
* F Pup  ,--,7,18,33.513,-39,12,37.02,5.243,5.261,
* ups02 P,up               ,7,18,38.186,-36,44,33.86,5.11,4.95,
*  29 CMa,--,7,18,40.38,-24,33,31.31,4.95,4.8,
* tau CMa,--,7,18,42.483,-24,57,15.74,4.4,4.25,
HD  57146,--,7,18,51.273,-26,35,9.08,5.288,6.258,
HD  57118,--,7,19,1.921,-19,16,49.1,6.094,6.662,
HD  57299,--,7,19,13.685,-33,43,37.79,6.3,7.609,
HD  56989,--,7,19,22.376,2,44,26.44,5.887,6.948,
V* R CMa ,--,7,19,28.178,-16,23,42.9,5.7,6.05,
HD  57006,--,7,19,47.645,7,8,34.61,5.91,6.429,
HD  57049,--,7,20,6.842,15,8,34.55,6.442,6.449,
* del Gem,--,7,20,7.38,21,58,56.34,3.53,3.87,
HD  57917,--,7,20,38.806,-52,5,9.32,5.367,5.293,
V* HQ CMa,--,7,20,54.916,-26,57,49.81,5.986,5.816,
HD  57478,--,7,20,58.285,-14,21,37.76,5.584,6.544,
HD  56941,--,7,21,3.098,42,39,21.29,6.32,7.76,
V* MZ CMa,--,7,21,4.332,-25,53,29.92,5.886,7.475,
HD  56963,--,7,21,17.5,45,13,41.43,5.739,6.065,
*  56 Gem,--,7,21,56.861,20,26,37.18,5.08,6.63,
HD  57682,--,7,22,2.054,-8,58,45.76,6.43,6.24,
*  65 Aur,--,7,22,2.617,36,45,38.1,5.12,6.206,
HD  57608,--,7,22,3.479,0,10,37.64,5.971,5.897,
HD  57263,--,7,22,13.408,38,59,45.32,6.4,7.62,
HD  57821,--,7,22,13.529,-19,0,59.76,4.95,4.893,
*  47 Cam,--,7,22,17.184,59,54,7.18,6.35,6.62,
HD  57708,--,7,22,18.592,-2,58,44.86,6.238,6.913,
HD  57749,--,7,22,25.39,-5,58,58.18,5.816,6.166,
HD  57707,--,7,22,28.319,0,42,3,6.43,7.43,
*  19 Lyn, A               ,7,22,52.058,55,16,53.02,5.78,5.69,
HD  58155,--,7,23,0.697,-31,55,25.6,5.43,5.28,
*  58 Gem,--,7,23,28.137,22,56,43.26,6.17,6.17,
*  57 Gem,--,7,23,28.511,25,3,1.91,5.022,5.933,
HD  58215,--,7,23,28.992,-27,50,3.46,5.356,6.89,
HD  58286,--,7,23,31.895,-32,12,7.42,5.39,5.21,
HD  58420,--,7,23,58.337,-35,50,16.21,6.297,6.159,
* eta CMa,--,7,24,5.702,-29,18,11.18,2.45,2.37,
*  66 Aur,--,7,24,8.467,40,40,20.6,5.188,6.434,
HD  58346,--,7,24,17.234,-22,54,45.93,6.2,6.099,
HD  58050,--,7,24,27.649,15,31,1.92,6.41,6.23,
*  59 Gem,--,7,24,33.453,27,38,16.28,5.759,6.11,
HD  59640,--,7,24,37.124,-71,28,14.37,6.48,6.59,
HD  58343,--,7,24,40.187,-16,12,5.3,5.19,5.15,
HD  58535,--,7,24,43.854,-31,48,32.06,5.28,6.358,
HD  58439,--,7,24,50.883,-19,0,44.22,6.272,6.526,
HD  57646,--,7,24,57.084,51,53,14.14,5.783,7.388,
*   1 CMi,--,7,24,58.18,11,40,10.28,5.361,5.461,
HD  58461,--,7,25,8.315,-13,45,7.12,5.78,6.2,
HD  58585,--,7,25,19.974,-21,58,57.32,6.038,6.251,
HD  55075,--,7,25,21.937,81,15,26.91,6.29,6.252,
HD  58612,--,7,25,25.268,-25,13,3.95,5.782,5.671,
* eps Men,--,7,25,38.098,-79,5,39.08,5.522,6.802,
* eps CMi,--,7,25,38.898,9,16,33.93,4.986,5.99,
HD  58766,--,7,25,42.98,-31,44,19.39,6.297,6.124,
* iot Gem,--,7,25,43.595,27,47,53.09,3.79,4.83,
HD  58526,--,7,25,51.2,-5,46,29.86,5.962,6.895,
HD  59219,--,7,26,21.85,-51,1,6.53,5.081,6.119,
HD  58552,--,7,26,27.786,10,36,29.05,6.377,6.443,
HD  58599,--,7,26,41.213,11,0,31.84,6.375,6.24,
HD  59026,--,7,26,42.466,-34,8,26.5,5.884,5.73,
*  21 Lyn,--,7,26,42.852,49,12,41.49,4.61,4.594,
*  61 Gem,--,7,26,56.329,20,15,27.2,5.935,6.236,
HD  58978,--,7,26,59.483,-23,5,9.68,5.56,5.45,
V* NR CMa,--,7,27,7.99,-17,51,53.5,5.625,5.923,
* bet CMi,--,7,27,9.042,8,17,21.54,2.89,2.8,
HD  57742,--,7,27,25.837,66,19,53.66,6.462,6.393,
HD  59136,--,7,27,42.939,-22,51,33.08,5.97,5.86,
*  63 Gem,--,7,27,44.353,21,26,43.19,5.24,5.62,
BD-11  19,51,7,27,51.661,-11,33,24.71,5.868,6.406,
HD  59256,--,7,27,59.16,-29,9,21.24,5.542,5.492,
HD  59235,--,7,28,1.928,-26,50,20.31,6.26,7.79,
* eta CMi,--,7,28,2.075,6,56,31.09,5.226,5.449,
* gam CMi,--,7,28,9.793,8,55,31.91,4.3,5.73,
HD  58898,--,7,28,39.902,27,33,10.59,6.36,7.58,
HD  59059,--,7,28,47.256,15,6,35.37,6.22,6.17,
CD-31  45,90,7,28,51.153,-31,50,54.25,5.94,5.78,
HD  60150,--,7,28,51.408,-64,30,35.3,6.39,7.937,
HD  58661,--,7,28,51.489,48,11,2.19,5.703,5.611,
HD  58681,--,7,28,52.627,46,18,52.63,6.41,7.62,
HD  59550,--,7,29,4.915,-31,27,22.38,5.768,5.585,
* y Pup  ,--,7,29,5.695,-38,48,43.43,5.395,5.243,
* rho Gem,--,7,29,6.719,31,47,4.38,4.18,4.5,
* sig Pup,--,7,29,13.83,-43,18,5.16,3.25,4.77,
HD  59311,--,7,29,18.668,-1,54,19.18,5.572,7.072,
*  64 Gem,--,7,29,20.441,28,7,5.8,5.064,5.181,
HD  59381,--,7,29,22.108,-10,19,36,5.706,7.311,
HD  59380,--,7,29,25.661,-7,33,4.45,5.853,6.327,
*   6 CMi,--,7,29,47.782,12,0,23.63,4.531,5.812,
* b Gem  ,--,7,29,48.762,27,54,58.06,5.01,6.123,
HD  59612,--,7,29,51.412,-23,1,27.44,4.86,5.1,
*  22 Lyn,--,7,29,55.957,49,40,20.86,5.357,5.802,
HD  60060,--,7,29,59.723,-52,39,4.16,5.863,6.876,
HD  60228,--,7,30,30.92,-54,23,57.71,5.941,7.503,
HD  59890,--,7,30,42.602,-30,57,44.21,4.65,5.58,
V* U Mon ,--,7,30,47.473,-9,46,36.79,5.82,7,
HD  59669,--,7,30,51.134,-5,13,35.38,6.236,7.427,
HD  58425,--,7,30,52.678,68,27,56.28,5.643,6.752,
V* VZ Cam,--,7,31,4.48,82,24,41.29,4.96,6.62,
HD  59603,--,7,31,8.783,11,12,10.73,6.36,7.65,
HD  59686,--,7,31,48.404,17,5,9.77,5.442,6.574,
HD  59984,--,7,32,5.763,-8,52,52.77,5.916,6.431,
* del01 C,Mi               ,7,32,5.949,1,54,52.13,5.233,5.448,
HD  60312,--,7,32,22.272,-35,57,40.28,6.346,6.258,
HD  60345,--,7,33,9.775,-24,42,38.65,5.83,5.98,
* del02 C,Mi               ,7,33,11.666,3,17,25.37,5.571,5.895,
V* V376 P,up               ,7,33,13.159,-40,3,30.67,6.247,6.13,
HD  60341,--,7,33,19.565,-19,24,45.1,5.63,6.765,
HD  60325,--,7,33,22.185,-14,20,17.9,6.21,6.17,
HD  59826,--,7,33,24.829,37,11,16.43,6.39,7.63,
*  68 Gem,--,7,33,36.482,15,49,35.98,5.263,5.31,
V* KQ Pup,--,7,33,47.966,-14,31,26.04,4.97,6.38,
* z Pup  ,--,7,33,51.042,-36,20,18.21,5.44,5.37,
