n,h,m,s,znak,dd,dm,ds,mV,B-V
--,18,56,0.6,-,23,10,25,5.93,-0.02
--,18,38,30.7,-,23,30,18,5.81,0.02
11    Sgr,18,11,43.4,-,23,42,4,4.98,1.05
26    Sgr,18,41,51.6,-,23,50,0,6.23,0.23
24    Sgr,18,33,53.5,-,24,1,57,5.49,1.79
25    Sgr,18,34,32.8,-,24,13,21,6.51,0.54
7    Sgr,18,2,51.1,-,24,16,56,5.34,0.52
9    Sgr,18,3,52.4,-,24,21,38,5.97,0
--,18,58,20.5,-,24,52,36,6.62,0.08
--,18,21,31.4,-,24,54,54,6.25,1.84
--,18,44,49.6,-,25,0,40,5.83,0.05
--,18,29,22,-,25,15,23,6.59,0.07
22Lam Sgr,18,27,58.2,-,25,25,18,2.81,1.04
--,18,8,54.1,-,25,28,21,6.61,0.02
--,18,18,41.7,-,25,36,17,6.51,1.34
34Sig Sgr,18,55,15.9,-,26,17,48,2.02,-0.22
--,18,28,57.4,-,26,34,54,6.5,0.11
--,18,27,43.8,-,26,38,5,6.31,0.26
--,18,52,28.5,-,26,39,1,6.29,0.94
--,18,28,6.2,-,26,45,26,6.27,0.16
27Phi Sgr,18,45,39.4,-,26,59,27,3.17,-0.11
--,18,18,3.2,-,27,2,33,4.65,1.66
--,18,17,23.7,-,28,17,21,6.4,0.54
--,18,22,0.2,-,28,25,48,6.16,0.26
--,18,8,5,-,28,27,26,4.57,0.94
--,18,17,24,-,28,39,9,6.19,0.18
--,18,11,58.2,-,28,54,5,6.51,-0.01
--,18,52,37,-,29,22,46,6.13,1.35
Gam1Sgr,18,5,1.3,-,29,34,48,4.69,0.78
--,18,35,59.7,-,29,41,57,6.37,1.27
--,18,27,49.5,-,29,48,59,5.92,0.52
19Del Sgr,18,20,59.7,-,29,49,41,2.7,1.38
10Gam2Sgr,18,5,48.5,-,30,25,27,2.99,1
--,18,10,5.7,-,30,43,43,5.53,0.97
--,18,52,41.7,-,30,44,3,6.63,-0.05
18    Sgr,18,25,1.5,-,30,45,24,5.6,1.14
--,18,58,21.3,-,31,2,10,6.12,1.35
--,18,9,59.9,-,32,43,11,6.43,1.02
--,18,31,4.8,-,32,59,21,5.34,0.16
--,18,33,57.8,-,33,1,0,5.28,-0.11
--,18,10,55.2,-,33,47,59,6.16,-0.14
--,18,25,54.6,-,33,56,43,6.3,-0.08
--,18,17,36.1,-,34,6,26,6.16,-0.11
20Eps Sgr,18,24,10.3,-,34,23,5,1.85,-0.03
--,18,49,17.2,-,34,44,55,6.62,1.08
--,18,44,19.4,-,35,38,31,4.87,-0.18
--,18,4,50.4,-,35,54,5,6,1.16
--,18,25,21.7,-,35,59,30,6.15,1
--,18,6,23.7,-,36,1,11,5.95,0.62
--,18,23,28.9,-,36,14,18,5.55,1.02
--,18,1,48.3,-,36,22,40,6.3,-0.03
--,18,22,53.1,-,36,40,10,5.34,-0.14
--,18,9,22.4,-,36,40,21,6.58,-0.03
--,18,44,7.7,-,36,43,7,6.32,0.98
Eta Sgr,18,17,37.6,-,36,45,42,3.11,1.56
Eps CrA,18,58,43.4,-,37,6,27,4.87,0.41
--,18,56,40.5,-,37,20,36,5.38,-0.14
--,18,20,55.3,-,37,29,15,6.45,1.31
Lam CrA,18,43,46.9,-,38,19,25,5.13,0.09
--,18,22,18.6,-,38,39,25,5.1,1.49
Kap2CrA,18,33,23.1,-,38,43,34,5.65,-0.06
--,18,29,16.8,-,38,51,4,6.63,-0.02
--,18,28,27.1,-,38,59,44,5.64,0.13
--,18,59,11.1,-,39,32,5,6.49,-0.04
--,18,44,57.2,-,39,41,11,5.43,0.87
--,18,32,21.4,-,39,42,14,5.16,0.08
--,18,57,34.7,-,39,49,24,6.31,0.2
--,18,33,0.9,-,39,53,32,6.22,0.42
Mu  CrA,18,47,44.6,-,40,24,22,5.24,0.78
--,18,13,12.6,-,41,20,10,5.47,-0.17
--,18,11,5.6,-,41,21,33,5.86,0.29
--,18,31,3,-,41,54,49,6.04,0.14
--,18,18,40,-,42,17,18,6.3,-0.11
The CrA,18,33,30.2,-,42,18,45,4.64,1.01
--,18,56,16.9,-,42,42,38,5.36,1
--,18,39,35,-,43,11,10,5.37,1.68
--,18,6,49.8,-,43,25,29,5.77,0.22
Eta2CrA,18,49,35,-,43,26,2,5.61,-0.08
--,18,31,56.2,-,43,30,28,5.72,1.34
Eta1CrA,18,48,50.5,-,43,40,48,5.49,0.13
--,18,29,12.9,-,43,50,45,6.36,0.9
--,18,24,18.2,-,44,6,37,5.25,-0.19
--,18,15,52.7,-,44,12,24,5.46,0.96
Del2Tel,18,32,2,-,45,45,26,5.07,-0.14
--,18,8,30.1,-,45,46,2,6.15,-0.08
--,18,49,27.4,-,45,48,37,5.81,0.9
Del1Tel,18,31,45.4,-,45,54,54,4.96,-0.11
Eps Tel,18,11,13.8,-,45,57,16,4.53,1.01
Alp Tel,18,26,58.4,-,45,58,6,3.51,-0.17
--,18,52,59.6,-,46,35,9,6.19,0.03
--,18,52,27.1,-,46,35,43,5.54,1.63
--,18,29,55.8,-,47,13,13,5.7,1.26
--,18,11,4.5,-,47,30,47,6.07,1.2
--,18,39,14.3,-,47,54,35,5.86,0.23
--,18,41,30.6,-,48,5,42,6.49,1.22
--,18,26,53.9,-,48,7,1,5.46,0.84
--,18,53,2.5,-,48,21,36,6.19,0.14
Zet Tel,18,28,49.9,-,49,4,15,4.13,1.02
--,18,54,32.3,-,49,52,43,6.6,0.08
The Ara,18,6,37.9,-,50,5,30,3.66,-0.08
--,18,46,59.1,-,50,5,40,6.54,0.28
--,18,17,0.9,-,51,4,6,6.06,-0.06
--,18,53,12.1,-,51,55,52,6.31,-0.09
Kap Tel,18,52,39.6,-,52,6,27,5.17,0.94
--,18,34,31.2,-,52,53,31,6.22,1.25
Lam Tel,18,58,27.7,-,52,56,19,4.87,-0.05
--,18,17,7.5,-,56,1,24,5.33,-0.05
--,18,45,23.7,-,56,52,54,6.22,1.38
--,18,29,56.7,-,57,31,23,5.76,0.98
--,18,33,29.5,-,58,42,33,6.44,0.68
--,18,9,57.6,-,59,2,24,6.38,1.55
Ome Pav,18,58,36.4,-,60,12,2,5.14,1.37
--,18,45,11.5,-,61,5,42,6.04,1.46
Xi  Pav,18,23,13.6,-,61,29,38,4.36,1.48
Iot Pav,18,10,26.1,-,62,0,8,5.49,0.58
Lam Pav,18,52,13,-,62,11,15,4.22,-0.14
Nu  Pav,18,31,22.4,-,62,16,42,4.64,-0.11
--,18,56,54.7,-,62,48,4,6.48,1.53
--,18,25,31.5,-,63,1,17,6.14,0.2
--,18,15,40.9,-,63,3,20,5.6,0.92
Pi  Pav,18,8,34.8,-,63,40,6,4.35,0.22
--,18,14,16.2,-,63,41,22,6.47,1.41
--,18,19,40.2,-,63,53,13,6.18,0.58
--,18,7,48.3,-,64,33,0,6.41,1.26
--,18,43,37.2,-,64,33,4,5.78,0.96
--,18,42,22.5,-,64,38,35,6.37,0.15
--,18,45,26.9,-,64,52,17,4.79,0.2
The Pav,18,48,37.8,-,65,4,40,5.73,0.24
Kap Pav,18,56,57,-,67,14,1,4.44,0.71
--,18,18,0.9,-,68,13,45,6.33,-0.04
--,18,14,24.1,-,70,45,5,6.73,-0.03
Zet Pav,18,43,2.1,-,71,25,41,4.01,1.14
--,18,49,43.5,-,72,59,41,6.06,0
--,18,12,34.5,-,73,40,18,5.85,0.46
--,18,32,55.3,-,73,57,56,5.89,0.98
Phi Oct,18,23,36.1,-,75,2,39,5.47,0.02
--,18,11,15.7,-,75,53,29,5.86,1.24
--,18,47,49.4,-,77,52,2,6.39,0.6
--,18,29,19.5,-,80,13,58,5.95,1.16
--,18,5,26.7,-,81,29,11,6.35,1.5
--,18,42,14.1,-,81,48,28,6.27,-0.13
--,18,51,57.9,-,83,18,59,7.16,1.26
--,18,1,34.1,-,85,12,53,6.45,0.44
Chi Oct,18,54,46.9,-,87,36,21,5.28,1.28
59    Ser,18,27,12.5,+,0,11,46,5.21,0.5
--,18,0,15.5,+,0,37,46,6.37,0.15
--,18,49,37.1,+,0,50,9,6.25,0.04
--,18,17,4.8,+,1,0,21,6.63,0.31
68    Oph,18,1,45.2,+,1,18,19,4.45,0.02
--,18,4,37.3,+,1,55,9,6.14,0
4    Aql,18,44,49.9,+,2,3,36,5.02,-0.06
--,18,16,5.6,+,2,22,40,6.01,1.59
--,18,56,25.6,+,2,28,16,6.15,0.97
70    Oph,18,5,27.3,+,2,29,58,4.03,0.86
64    Ser,18,57,16.6,+,2,32,7,5.57,0
67    Oph,18,0,38.7,+,2,55,54,3.97,0.02
--,18,9,54,+,3,7,11,5.69,0.47
--,18,10,40.3,+,3,19,27,5.51,1.19
74    Oph,18,20,52.1,+,3,22,38,4.86,0.91
--,18,32,7,+,3,39,35,6.43,-0.04
--,18,27,50.3,+,3,44,55,6.07,1.62
73    Oph,18,9,33.8,+,3,59,36,5.73,0.37
--,18,30,5.1,+,4,3,55,6.69,0.11
63The2Ser,18,56,14.6,+,4,12,7,4.98,0.2
63The1Ser,18,56,13.2,+,4,12,13,4.62,0.17
--,18,48,2.7,+,4,14,29,6.21,1.51
66    Oph,18,0,15.8,+,4,22,7,4.64,-0.03
--,18,25,8.8,+,5,5,5,6.74,0.02
--,18,39,36.9,+,5,15,51,6.38,0.78
--,18,21,28.5,+,5,26,9,6.13,-0.04
--,18,45,28.4,+,5,29,59,5.83,0.04
--,18,27,58.8,+,6,11,39,5.73,-0.03
--,18,58,23.8,+,6,14,25,6.21,0.46
--,18,0,52.9,+,6,16,6,6.34,-0.08
--,18,55,27.5,+,6,36,55,5.57,1.04
--,18,36,39.1,+,6,40,19,5.45,0.37
--,18,19,9.5,+,7,15,35,5.39,1.07
--,18,39,51.6,+,7,21,30,6.28,0.96
--,18,25,38.8,+,8,1,55,5.65,0.92
--,18,33,23.3,+,8,16,6,6.42,-0.03
71    Oph,18,7,18.4,+,8,44,2,4.64,0.96
--,18,38,21,+,8,50,2,6.4,1.32
--,18,36,27.8,+,9,7,21,5.39,0.37
72    Oph,18,7,21,+,9,33,50,3.73,0.12
--,18,59,17.5,+,10,8,27,6.75,0.25
--,18,34,47.5,+,10,53,30,6.4,0.08
--,18,37,12.6,+,11,25,18,6.42,-0.02
--,18,5,43.3,+,12,0,14,7.04,0.3
--,18,22,35.3,+,12,1,44,5.89,0.04
--,18,7,48.4,+,13,4,16,6.63,0.07
11    Aql,18,59,5.7,+,13,37,21,5.23,0.53
--,18,18,2.9,+,13,46,37,6.3,-0.03
10    Aql,18,58,46.9,+,13,54,24,5.89,0.25
--,18,52,1.9,+,13,57,56,6.14,0
--,18,8,33.7,+,14,17,5,6.37,0.17
--,18,25,55.4,+,14,58,0,6.37,0.01
13Eps Aql,18,59,37.4,+,15,4,6,4.02,1.08
--,18,0,57.2,+,15,5,36,6.26,0.69
--,18,37,9,+,16,11,54,6.29,0.9
--,18,23,2.9,+,16,41,17,6.22,1.2
93    Her,18,0,3.4,+,16,45,3,4.67,1.26
--,18,31,4.4,+,16,55,43,5.77,0.04
--,18,35,53.2,+,16,58,32,6.21,0.53
--,18,58,14.7,+,17,21,39,5.38,0.8
--,18,22,49,+,17,49,36,5.25,1.27
--,18,56,3.9,+,17,59,42,6.63,-0.04
--,18,56,6.2,+,18,6,19,5.69,1.09
--,18,18,7.7,+,18,7,53,5.99,0.03
111    Her,18,47,1.3,+,18,10,53,4.36,0.13
--,18,35,12.6,+,18,12,12,5.78,0
--,18,46,41.4,+,18,42,21,6.17,1.59
--,18,48,53.4,+,19,19,43,5.88,0.03
--,18,0,27.7,+,19,30,21,6.5,-0.06
--,18,3,14.7,+,19,36,47,6.5,0.01
--,18,58,45.1,+,19,47,39,6.5,-0.04
101    Her,18,8,52.9,+,20,2,43,5.1,0.15
--,18,34,19.6,+,20,27,59,6.57,0.11
110    Her,18,45,39.7,+,20,32,47,4.19,0.46
102    Her,18,8,45.5,+,20,48,52,4.36,-0.16
--,18,30,41.6,+,20,48,55,6.5,0.79
96    Her,18,2,23.1,+,20,50,1,5.28,-0.09
112    Her,18,52,16.4,+,21,25,31,5.48,-0.07
95    Her,18,1,29.9,+,21,35,43,5.18,0.95
95    Her,18,1,30.4,+,21,35,44,4.96,0.12
--,18,5,30.2,+,21,38,49,6.15,1.23
109    Her,18,23,41.9,+,21,46,11,3.84,1.18
--,18,13,16.5,+,21,52,49,6.12,1.47
106    Her,18,20,17.9,+,21,57,41,4.95,1.59
--,18,45,35.7,+,21,59,6,6.51,0.02
98    Her,18,6,1.9,+,22,13,8,5.06,1.58
113    Her,18,54,44.9,+,22,38,42,4.59,0.78
--,18,59,58.1,+,22,48,53,6.29,1.75
97    Her,18,2,30.1,+,22,55,23,6.21,-0.1
--,18,22,8.7,+,23,17,7,5.41,1.6
--,18,48,16.4,+,23,30,51,6.15,0.49
--,18,44,40.2,+,23,35,23,6.31,0.4
--,18,35,30.4,+,23,36,20,5.61,1
--,18,32,46.2,+,23,37,1,5.84,1.46
--,18,29,35.7,+,23,51,58,5.9,-0.1
--,18,4,40.2,+,23,56,33,6.34,0.3
105    Her,18,19,10.7,+,24,26,46,5.27,1.53
100    Her,18,7,49.5,+,26,5,51,5.9,0.14
100    Her,18,7,49.5,+,26,6,5,5.86,0.12
--,18,59,45.5,+,26,13,50,5.27,1.24
--,18,26,40.9,+,26,26,58,6.53,-0.11
--,18,46,4.5,+,26,39,44,4.83,1.2
--,18,24,58.5,+,27,23,43,6.27,0.05
--,18,54,13.2,+,27,54,34,5.62,1.35
103Omi Her,18,7,32.6,+,28,45,45,3.83,-0.03
--,18,51,35.9,+,28,47,1,6.18,1.18
107    Her,18,21,1,+,28,52,12,5.12,0.2
--,18,14,44,+,29,12,26,6.56,0.54
--,18,19,52.1,+,29,39,58,5.99,1.29
--,18,25,58.8,+,29,49,44,5.83,0.06
108    Her,18,20,57.1,+,29,51,32,5.63,0.21
--,18,9,10.2,+,30,28,10,6.38,1.19
--,18,32,49.9,+,30,33,15,5.48,-0.1
99    Her,18,7,1.5,+,30,33,43,5.04,0.52
--,18,33,23.1,+,30,53,33,6.59,-0.12
104    Her,18,11,54.2,+,31,24,19,4.97,1.65
--,18,41,41.3,+,31,37,4,6.41,-0.04
--,18,49,44,+,31,37,45,6.64,0.02
--,18,47,57.5,+,31,45,25,6.06,-0.13
--,18,43,51.6,+,31,55,36,5.7,0.34
--,18,5,49.6,+,32,13,50,5.71,1.16
9Nu 2Lyr,18,49,52.9,+,32,33,3,5.25,0.08
14Gam Lyr,18,58,56.6,+,32,41,22,3.24,-0.05
8Nu 1Lyr,18,49,45.9,+,32,48,46,5.91,-0.16
--,18,57,1.6,+,32,54,5,5.22,0.59
--,18,0,36.4,+,33,12,50,5.99,1.51
--,18,1,35.9,+,33,18,41,6.15,1.55
10Bet Lyr,18,50,4.8,+,33,21,46,3.45,0
--,18,11,45.1,+,33,26,49,5.88,0.01
--,18,36,37.2,+,33,28,8,5.42,-0.1
--,18,54,52.5,+,33,58,7,6.02,0.91
--,18,35,13.5,+,34,27,28,6.1,-0.11
--,18,42,8.1,+,34,44,48,6.47,-0.13
1Kap Lyr,18,19,51.7,+,36,3,52,4.33,1.17
--,18,8,2.2,+,36,24,5,5.48,1.17
--,18,9,59,+,36,27,59,5.58,0.91
--,18,51,36.5,+,36,32,19,6.09,-0.11
--,18,43,36.1,+,36,33,24,6.01,1.04
12Del2Lyr,18,54,30.2,+,36,53,56,4.3,1.68
11Del1Lyr,18,53,43.6,+,36,58,18,5.58,-0.15
7Zet2Lyr,18,44,48.2,+,37,35,40,5.73,0.28
6Zet1Lyr,18,44,46.4,+,37,36,18,4.36,0.19
--,18,58,1.9,+,38,15,58,5.89,-0.17
--,18,40,12.2,+,38,22,2,6.45,0.21
--,18,9,37.5,+,38,27,27,6.4,0.87
--,18,13,4.8,+,38,46,25,6.04,-0.08
3Alp Lyr,18,36,56.3,+,38,47,1,0.03,0
--,18,59,12.3,+,39,13,4,6.41,-0.17
--,18,43,16.7,+,39,18,1,6.45,1.59
2Mu  Lyr,18,24,13.8,+,39,30,26,5.12,0.03
5Eps2Lyr,18,44,22.9,+,39,36,47,5.14,0.19
--,18,38,6.5,+,39,40,5,6.04,1.65
4Eps1Lyr,18,44,20.4,+,39,40,12,5.06,0.16
--,18,4,43.2,+,40,5,3,6.52,0.46
--,18,58,46.6,+,40,40,45,6.22,-0.16
--,18,39,33.1,+,40,56,6,6.25,-0.06
--,18,17,6.8,+,40,56,12,6.11,0.99
--,18,12,42.6,+,41,8,49,6.36,1.03
--,18,52,7.1,+,41,23,0,6.28,-0.09
--,18,46,13,+,41,26,30,6.07,-0.13
--,18,54,52.2,+,41,36,10,5.44,1.03
--,18,5,0.8,+,41,56,48,6.34,0.26
--,18,15,38.8,+,42,9,34,5.59,-0.1
--,18,36,45.6,+,43,13,19,6.2,0.24
--,18,7,28.8,+,43,27,42,5,0.91
13    Lyr,18,55,20.1,+,43,56,46,4.04,1.59
--,18,15,32.6,+,45,12,34,6.29,0.62
--,18,46,59,+,46,18,54,6.52,0.07
--,18,3,9,+,48,27,52,6.21,0.03
--,18,48,16.1,+,48,46,3,6.12,0.21
--,18,54,47.1,+,48,51,35,5.77,0.43
--,18,21,32.7,+,49,7,18,5.05,1.66
--,18,21,7.1,+,49,43,32,6.4,1.07
--,18,53,13.6,+,50,42,30,4.92,0.9
--,18,58,59.6,+,50,48,34,6.3,0.98
--,18,6,53.5,+,50,49,22,6.29,1.04
--,18,19,56.1,+,51,20,52,6.3,1.1
--,18,32,11.4,+,52,6,56,6.56,-0.07
--,18,39,52.8,+,52,11,46,6,-0.07
--,18,33,56.7,+,52,21,13,5.36,1.09
--,18,51,35,+,52,58,30,5.51,0.84
--,18,46,43.1,+,52,59,17,5.88,-0.09
--,18,23,47.8,+,53,18,3,6.32,0.16
--,18,43,29,+,53,52,19,6.11,0.12
--,18,10,31.6,+,54,17,12,5.95,0.94
--,18,44,55.4,+,54,53,48,6.23,0.82
46    Dra,18,42,37.9,+,55,32,22,5.04,-0.09
--,18,14,41.1,+,56,35,18,6.37,0.34
45    Dra,18,32,34.5,+,57,2,44,4.77,0.61
--,18,53,46.3,+,57,29,13,6.22,1.23
48    Dra,18,56,45,+,57,48,54,5.66,1.15
--,18,57,28.4,+,58,13,31,6.46,0.08
39    Dra,18,23,54.5,+,58,48,2,4.98,0.08
47Omi Dra,18,51,12.1,+,59,23,18,4.66,1.19
--,18,11,7.1,+,60,24,34,6.49,0
--,18,44,18.2,+,61,2,53,5.99,0.96
--,18,57,17.4,+,62,23,48,6.45,0.93
--,18,37,33.5,+,62,31,36,5.74,-0.06
--,18,40,56.3,+,62,44,59,6.09,0.98
36    Dra,18,13,53.8,+,64,23,50,5.03,0.38
--,18,56,25.6,+,65,15,29,5.63,0.95
--,18,31,14.8,+,65,26,10,6.59,0.3
--,18,36,13.3,+,65,29,19,6.06,0.28
42    Dra,18,25,59.1,+,65,33,49,4.82,1.19
37    Dra,18,15,17,+,68,45,21,5.95,1.06
--,18,58,52.6,+,69,31,52,6.52,-0.15
52Ups Dra,18,54,23.9,+,71,17,50,4.82,1.15
43Phi Dra,18,20,45.5,+,71,20,16,4.22,-0.1
44Chi Dra,18,21,3.4,+,72,43,58,3.57,0.49
--,18,45,46.7,+,74,5,8,5.27,0.92
50    Dra,18,46,22.2,+,75,26,2,5.35,0.05
--,18,57,57.2,+,77,3,3,6.54,0.38
--,18,29,44.9,+,77,32,49,5.64,1.18
--,18,45,38.1,+,79,56,33,6.39,0.28
40    Dra,18,0,3.4,+,80,0,3,6.04,0.51
41    Dra,18,0,9.2,+,80,0,15,5.68,0.5
--,18,24,9.2,+,83,10,31,6.17,0.05
--,19,22,21.5,-,0,15,9,5.83,1.09
--,19,9,51.6,-,0,25,41,6.34,-0.04
45    Aql,19,40,43.3,-,0,37,16,5.67,0.11
27    Aql,19,20,35.7,-,0,53,32,5.49,-0.04
41Iot Aql,19,36,43.3,-,1,17,11,4.36,-0.08
--,19,5,18.6,-,1,30,46,6.53,0.35
--,19,51,11.1,-,2,27,39,6.13,1.57
36    Aql,19,30,39.8,-,2,47,20,5.03,1.75
--,19,45,52.2,-,2,53,0,6.48,0.05
--,19,53,18.7,-,3,6,52,5.65,0.2
14    Aql,19,2,54.5,-,3,41,56,5.42,0
15    Aql,19,4,57.6,-,4,1,53,5.42,1.12
42    Aql,19,37,47.3,-,4,38,51,5.46,0.43
16Lam Aql,19,6,14.9,-,4,52,57,3.44,-0.09
--,19,25,1.6,-,4,53,3,6.52,0.33
26    Aql,19,20,32.9,-,5,24,57,5.01,0.92
--,19,4,24.2,-,5,41,6,6.9,4.19
12    Aql,19,1,40.8,-,5,44,20,4.02,1.09
--,19,55,19.6,-,6,44,3,6.51,0.39
39Kap Aql,19,36,53.5,-,7,1,39,4.95,0
--,19,29,21.5,-,7,2,38,6.61,1.1
--,19,23,4.6,-,7,24,1,6.32,1.45
--,19,35,29.8,-,7,27,37,6.34,1.12
20    Aql,19,12,40.7,-,7,56,22,5.34,0.13
--,19,22,20.7,-,8,12,4,6.31,-0.1
57    Aql,19,54,37.6,-,8,13,38,5.71,-0.08
57    Aql,19,54,38.1,-,8,14,14,6.49,-0.04
56    Aql,19,54,8.2,-,8,34,27,5.79,1.64
--,19,59,47.4,-,9,57,30,5.88,0.58
37    Aql,19,35,7.3,-,10,33,37,5.12,1.13
51    Aql,19,50,46.8,-,10,45,49,5.39,0.38
--,19,49,2.2,-,10,52,15,6.04,1.24
--,19,35,33.6,-,12,15,10,6.27,1.09
--,19,13,15.5,-,12,16,57,5.51,1.44
--,19,48,3,-,13,42,12,6.11,0.2
--,19,25,21.6,-,13,53,49,5.69,1.43
--,19,37,34.4,-,14,18,6,5.47,0.5
--,19,26,24.6,-,14,33,4,6.7,0.05
--,19,53,6.4,-,14,36,11,6.48,0.14
--,19,26,11.1,-,15,3,11,5.72,0.02
--,19,1,33.5,-,15,16,57,6.32,1
--,19,43,33.5,-,15,28,12,5.49,0.46
61    Sgr,19,57,57,-,15,29,29,5.02,0.05
--,19,19,0.1,-,15,32,11,6.06,1.43
--,19,5,41.2,-,15,39,37,5.97,-0.02
46Ups Sgr,19,21,43.6,-,15,57,18,4.61,0.1
55    Sgr,19,42,31.1,-,16,7,26,5.06,0.33
--,19,6,52.3,-,16,13,44,6.03,-0.04
54    Sgr,19,40,43.4,-,16,17,36,6.2,1.13
44Rho1Sgr,19,21,40.4,-,17,50,50,3.93,0.22
--,19,37,3.3,-,18,13,52,5.64,1.26
45Rho2Sgr,19,21,50.9,-,18,18,30,5.87,1.06
--,19,7,8.5,-,18,44,16,6.29,-0.04
--,19,36,26.1,-,18,51,10,6.11,0.27
43    Sgr,19,17,38.1,-,18,57,11,4.96,1.02
57    Sgr,19,52,12,-,19,2,42,5.92,0.98
--,19,3,7,-,19,6,12,6.37,0.48
--,19,21,37.1,-,19,14,3,6.26,-0.1
--,19,3,3.8,-,19,14,43,6.05,1.29
--,19,8,16.7,-,19,17,24,5.54,-0.11
56    Sgr,19,46,21.7,-,19,45,40,4.86,0.93
--,19,9,48.1,-,19,48,13,6.13,1.16
41Pi  Sgr,19,9,45.8,-,21,1,25,2.89,0.35
--,19,30,54,-,21,18,44,6.13,0.12
--,19,12,28,-,21,39,29,6.41,1.13
39Omi Sgr,19,4,41,-,21,44,30,3.77,1.01
50    Sgr,19,26,19.2,-,21,46,36,5.59,1.22
--,19,20,38.1,-,22,24,9,5.58,0.27
--,19,1,37.8,-,22,41,44,6.24,1.66
53    Sgr,19,39,49.4,-,23,25,40,6.34,0.03
--,19,40,7.1,-,23,25,43,5.97,1.04
--,19,54,17.7,-,23,56,28,6.18,1.02
49Chi3Sgr,19,25,29.7,-,23,57,44,5.43,1.43
--,19,15,33.2,-,24,10,45,6.25,0.54
47Chi1Sgr,19,25,16.5,-,24,30,31,5.03,0.23
--,19,8,14.6,-,24,39,25,6.3,0.04
51    Sgr,19,36,1.7,-,24,43,9,5.65,0.19
--,19,2,27.7,-,24,50,49,5.65,1.23
52    Sgr,19,36,42.4,-,24,53,1,4.6,-0.07
--,19,0,24.8,-,24,56,32,6.36,1.25
42Psi Sgr,19,15,32.4,-,25,15,24,4.85,0.56
--,19,13,13.7,-,25,54,24,5.8,1.38
60    Sgr,19,58,57.2,-,26,11,44,4.83,0.9
58Ome Sgr,19,55,50.4,-,26,17,58,4.7,0.75
--,19,29,52.2,-,26,59,8,5.52,1.12
59    Sgr,19,56,56.8,-,27,10,12,4.52,1.46
40Tau Sgr,19,6,56.4,-,27,40,14,3.32,1.19
--,19,24,30.1,-,27,51,56,6.04,-0.13
--,19,7,30.9,-,28,38,13,6.04,1.61
--,19,49,11.6,-,28,47,20,6.05,0.4
--,19,25,4.1,-,29,18,33,5.93,1.26
--,19,11,18.9,-,29,30,8,6.3,-0.04
--,19,26,56.5,-,29,44,36,5.67,0
38Zet Sgr,19,2,36.7,-,29,52,49,2.6,0.08
--,19,58,56.4,-,30,32,17,6.28,1.05
--,19,4,25.1,-,31,2,49,5.5,0.03
--,19,20,26.2,-,31,49,4,6.58,1.67
--,19,46,1.2,-,31,54,31,5.52,0.02
--,19,30,14.7,-,32,5,32,6.6,0.39
--,19,55,5.1,-,33,2,47,6.46,1.48
--,19,16,32.8,-,33,31,18,6.25,0.02
The2Sgr,19,59,51.3,-,34,41,52,5.3,0.17
--,19,21,29.9,-,34,59,2,6.48,0.63
The1Sgr,19,59,44.2,-,35,16,35,4.37,-0.15
--,19,19,40,-,35,25,17,5.59,-0.13
--,19,9,36.4,-,36,9,53,6.56,-0.02
--,19,1,4.3,-,37,3,43,6.4,-0.03
Gam CrA,19,6,25.1,-,37,3,48,4.93,0.52
Gam CrA,19,6,25.1,-,37,3,48,4.99,0.52
--,19,43,37.6,-,37,32,20,6.16,0.01
--,19,12,9.8,-,37,34,58,6.57,1.02
--,19,6,52.5,-,37,48,37,6.16,0.72
Alp CrA,19,9,28.3,-,37,54,16,4.11,0.04
--,19,57,41.3,-,38,3,30,6.55,0.39
--,19,3,17.7,-,38,15,12,5.74,0.32
--,19,11,1.8,-,39,0,18,6.36,0.01
Bet CrA,19,10,1.7,-,39,20,27,4.11,1.2
--,19,39,55.7,-,39,26,0,6.61,0.23
--,19,9,39.7,-,39,49,41,6.46,1.06
--,19,51,50.6,-,39,52,28,5.33,-0.06
--,19,34,8.5,-,40,2,5,5.89,0.09
Del CrA,19,8,20.9,-,40,29,48,4.59,1.09
Alp Sgr,19,23,53.2,-,40,36,58,3.97,-0.1
Iot Sgr,19,55,15.7,-,41,52,6,4.13,1.08
--,19,9,57.8,-,41,53,33,5.88,-0.08
--,19,2,8.7,-,41,54,36,6.23,0
--,19,22,9.6,-,42,0,58,6.34,1.14
Zet CrA,19,3,6.9,-,42,5,43,4.75,-0.02
--,19,29,23.9,-,43,26,45,5.71,0.22
--,19,24,21.4,-,43,43,23,6.17,1.6
Bet1Sgr,19,22,38.3,-,44,27,32,4.01,-0.1
Bet2Sgr,19,23,13.2,-,44,47,59,4.29,0.34
--,19,14,39.7,-,45,11,36,5.92,0.9
--,19,33,21.6,-,45,16,19,5.61,-0.04
--,19,39,42,-,45,16,41,6.25,0.28
--,19,16,21.7,-,45,27,59,5.4,1.35
--,19,50,13.8,-,47,33,26,5.94,1.7
Iot Tel,19,35,13,-,48,5,57,4.9,1.09
--,19,6,55.6,-,48,17,57,5.97,-0.02
--,19,12,46.1,-,50,29,11,6.13,0.95
--,19,3,57.4,-,51,1,7,5.93,1.24
Rho Tel,19,6,19.9,-,52,20,27,5.16,0.53
--,19,48,55.1,-,52,53,17,6.25,1.13
--,19,32,53.8,-,53,11,9,5.75,0.3
--,19,18,9.4,-,53,23,12,6.38,0.49
